Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient
Crop Production Dataset,Japan,United States,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,Brazil,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.54772, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,Philippines,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,Myanmar,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,Thailand,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,Vietnam,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,Indonesia,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Japan,China,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,Brazil,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.91287, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,Philippines,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,Myanmar,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,Thailand,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,Vietnam,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,Indonesia,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,United States,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Brazil,Philippines,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.54772, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Brazil,Myanmar,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.91287, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Brazil,Thailand,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.91287, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Brazil,Vietnam,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.54772, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Brazil,Indonesia,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.91287, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Brazil,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.54772, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Brazil,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.54772, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Philippines,Myanmar,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Philippines,Thailand,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Philippines,Vietnam,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Philippines,Indonesia,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Philippines,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Philippines,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Philippines,China,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Myanmar,Thailand,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Myanmar,Vietnam,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Myanmar,Indonesia,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Myanmar,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Myanmar,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Thailand,Vietnam,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Thailand,Indonesia,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Thailand,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Thailand,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Vietnam,Indonesia,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Vietnam,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Vietnam,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Vietnam,China,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Indonesia,Bangladesh,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Indonesia,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Bangladesh,India,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 1.0, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,Bangladesh,China,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Crop Production Dataset,India,China,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": 0.66667, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,Income,Kidhome,"{""coefficient"": -0.42867, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.55991, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.45224, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Income,MntWines,"{""coefficient"": 0.57865, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83006, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63261, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,Income,MntFruits,"{""coefficient"": 0.43084, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.58238, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39911, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Income,MntMeatProducts,"{""coefficient"": 0.58463, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.81682, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61877, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,Income,MntFishProducts,"{""coefficient"": 0.43887, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57739, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39718, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Income,MntSweetProducts,"{""coefficient"": 0.44074, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56709, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39135, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Income,MntGoldProds,"{""coefficient"": 0.32592, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.50555, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.34164, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Income,NumWebPurchases,"{""coefficient"": 0.38788, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57326, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.40264, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Income,NumCatalogPurchases,"{""coefficient"": 0.58916, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.79184, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61851, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,Income,NumStorePurchases,"{""coefficient"": 0.52936, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.73175, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54458, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,Income,NumWebVisitsMonth,"{""coefficient"": -0.55309, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.64367, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.48555, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Kidhome,MntWines,"{""coefficient"": -0.4963, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.58031, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.46963, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Kidhome,MntMeatProducts,"{""coefficient"": -0.43713, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.55061, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.4478, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,Kidhome,NumCatalogPurchases,"{""coefficient"": -0.50224, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.59752, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.51718, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,Kidhome,NumStorePurchases,"{""coefficient"": -0.49968, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.55658, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.47423, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,MntFruits,"{""coefficient"": 0.38964, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51754, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.35579, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""coefficient"": 0.56267, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82365, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61976, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""coefficient"": 0.39975, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.52461, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.36149, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""coefficient"": 0.38658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.50532, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.34895, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""coefficient"": 0.38752, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39469, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""coefficient"": 0.54226, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7402, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56908, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""coefficient"": 0.63523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82342, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64626, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""coefficient"": 0.6421, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.80692, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6231, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,MntMeatProducts,"{""coefficient"": 0.5431, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.71317, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5321, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,MntFishProducts,"{""coefficient"": 0.5948, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70502, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55067, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,MntSweetProducts,"{""coefficient"": 0.56716, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69136, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54269, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,MntGoldProds,"{""coefficient"": 0.393, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56875, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41323, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,NumCatalogPurchases,"{""coefficient"": 0.48792, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.63478, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48575, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,NumStorePurchases,"{""coefficient"": 0.46176, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.58336, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.43688, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,MntFishProducts,"{""coefficient"": 0.5684, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72624, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54102, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,MntSweetProducts,"{""coefficient"": 0.52385, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5185, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,MntGoldProds,"{""coefficient"": 0.35061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.63791, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.45685, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,NumWebPurchases,"{""coefficient"": 0.29376, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.67924, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51561, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,NumCatalogPurchases,"{""coefficient"": 0.72383, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.85166, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.68436, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,NumStorePurchases,"{""coefficient"": 0.47966, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.77934, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59664, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,NumWebVisitsMonth,"{""coefficient"": -0.53947, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.4923, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.35296, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,MntSweetProducts,"{""coefficient"": 0.57987, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70087, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54511, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,MntGoldProds,"{""coefficient"": 0.42287, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56528, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.40982, ""conclusion"": ""Not strongly correlated""}"
