work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023.0,Data Engineer,Data Engineering,USD,155000.0,155000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,120000.0,120000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,226700.0,226700.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,133300.0,133300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,184000.0,184000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,123000.0,123000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,130000.0,130000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,117000.0,117000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Science Engineer,Data Science and Research,USD,160000.0,160000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Science Engineer,Data Science and Research,USD,140000.0,140000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,166000.0,166000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,73000.0,73000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,185900.0,185900.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,129300.0,129300.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,130000.0,130000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,104000.0,104000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,143000.0,143000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,116000.0,116000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Research Scientist,Data Science and Research,USD,165000.0,165000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Research Scientist,Data Science and Research,USD,118800.0,118800.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Research Scientist,Data Science and Research,USD,220000.0,220000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Research Scientist,Data Science and Research,USD,180000.0,180000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,184000.0,184000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,123000.0,123000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,215000.0,215000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,200000.0,200000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,253000.0,253000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,131000.0,131000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,220000.0,220000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,176000.0,176000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Quality Analyst,Data Quality and Operations,GBP,40000.0,49216.0,United Kingdom,Entry-level,Full-time,Remote,United Kingdom,M
2023.0,Data Quality Analyst,Data Quality and Operations,GBP,30000.0,36912.0,United Kingdom,Entry-level,Full-time,Remote,United Kingdom,M
2023.0,Data Scientist,Data Science and Research,USD,210000.0,210000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,147000.0,147000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Product Manager,Leadership and Management,USD,186000.0,186000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Product Manager,Leadership and Management,USD,161000.0,161000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,205000.0,205000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,152000.0,152000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,220000.0,220000.0,Canada,Mid-level,Full-time,Remote,Canada,M
2023.0,Data Engineer,Data Engineering,USD,190000.0,190000.0,Canada,Mid-level,Full-time,Remote,Canada,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,205000.0,205000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,152000.0,152000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,137000.0,137000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,110000.0,110000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,172000.0,172000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,146000.0,146000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,148000.0,148000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,99000.0,99000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,150000.0,150000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,130000.0,130000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,105000.0,105000.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,99000.0,99000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,52500.0,52500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Scientist,Machine Learning and AI,USD,180514.0,180514.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Scientist,Machine Learning and AI,USD,108308.0,108308.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,210000.0,210000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,147000.0,147000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,290300.0,290300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,196685.0,196685.0,United States,Senior,Full-time,In-person,United States,M
2023.0,AI Engineer,Machine Learning and AI,USD,220000.0,220000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,AI Engineer,Machine Learning and AI,USD,176000.0,176000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,175000.0,175000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,130000.0,130000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Architect,Data Architecture and Modeling,USD,185000.0,185000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Architect,Data Architecture and Modeling,USD,150000.0,150000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,145000.0,145000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,115000.0,115000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,MLOps Engineer,Machine Learning and AI,USD,133000.0,133000.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,MLOps Engineer,Machine Learning and AI,USD,58300.0,58300.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,115000.0,115000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,95000.0,95000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,GBP,89600.0,110244.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Data Engineer,Data Engineering,GBP,32000.0,39372.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Data Scientist,Data Science and Research,EUR,40000.0,43187.0,Spain,Entry-level,Full-time,In-person,Spain,M
2023.0,Data Scientist,Data Science and Research,EUR,29000.0,31310.0,Spain,Entry-level,Full-time,In-person,Spain,M
2023.0,Data Analyst,Data Analysis,GBP,75000.0,92280.0,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M
2023.0,Data Analyst,Data Analysis,GBP,55000.0,67672.0,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M
2023.0,Data Analyst,Data Analysis,GBP,75000.0,92280.0,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M
2023.0,Data Analyst,Data Analysis,GBP,55000.0,67672.0,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M
2023.0,Data Scientist,Data Science and Research,EUR,70000.0,75577.0,Ireland,Senior,Full-time,Hybrid,Ireland,L
2023.0,Deep Learning Engineer,Machine Learning and AI,CAD,409500.0,303387.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Deep Learning Engineer,Machine Learning and AI,CAD,135000.0,100017.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Engineer,Data Engineering,USD,230300.0,230300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,140000.0,140000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,124935.0,124935.0,South Africa,Senior,Full-time,In-person,South Africa,M
2023.0,Data Engineer,Data Engineering,USD,76050.0,76050.0,South Africa,Senior,Full-time,In-person,South Africa,M
2023.0,Data Scientist,Data Science and Research,USD,224800.0,224800.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,131100.0,131100.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,258000.0,258000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,171000.0,171000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,196000.0,196000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,121000.0,121000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,195800.0,195800.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,171500.0,171500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Modeler,Data Architecture and Modeling,USD,166000.0,166000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Modeler,Data Architecture and Modeling,USD,73100.0,73100.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,220000.0,220000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,160000.0,160000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,85000.0,85000.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,65000.0,65000.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,220000.0,220000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,100000.0,100000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,185000.0,185000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,152000.0,152000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,220000.0,220000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,100000.0,100000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,EUR,45000.0,48585.0,Spain,Senior,Full-time,In-person,Spain,M
2023.0,Data Scientist,Data Science and Research,EUR,36000.0,38868.0,Spain,Senior,Full-time,In-person,Spain,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,220000.0,220000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,100000.0,100000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,220000.0,220000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,100000.0,100000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Research Engineer,Data Science and Research,USD,220000.0,220000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Research Engineer,Data Science and Research,USD,100000.0,100000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,110000.0,110000.0,Poland,Senior,Full-time,Remote,Poland,M
2023.0,Data Analyst,Data Analysis,USD,80000.0,80000.0,Poland,Senior,Full-time,Remote,Poland,M
2023.0,Data Analyst,Data Analysis,GBP,30000.0,36912.0,United Kingdom,Senior,Full-time,Remote,United Kingdom,S
2023.0,Data Scientist,Data Science and Research,USD,150200.0,150200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,71000.0,71000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,167200.0,167200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,121000.0,121000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,133000.0,133000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,58400.0,58400.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,135000.0,135000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,110000.0,110000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Product Owner,Leadership and Management,GBP,85000.0,104584.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Data Product Owner,Leadership and Management,GBP,60000.0,73824.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Data Scientist,Data Science and Research,USD,187415.0,187415.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,114080.0,114080.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,187415.0,187415.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,114080.0,114080.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,166000.0,166000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,73100.0,73100.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,306400.0,306400.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,168700.0,168700.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Data Scientist,Data Science and Research,USD,187415.0,187415.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,114080.0,114080.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,GBP,26800.0,32974.0,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M
2023.0,Data Analyst,Data Analysis,GBP,26800.0,32974.0,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M
2023.0,Data Analyst,Data Analysis,USD,165000.0,165000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,140000.0,140000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,150000.0,150000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,167000.0,167000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,121000.0,121000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Business Intelligence Engineer,BI and Visualization,USD,185000.0,185000.0,United States,Mid-level,Full-time,In-person,United States,L
2023.0,Business Intelligence Engineer,BI and Visualization,USD,79600.0,79600.0,United States,Mid-level,Full-time,In-person,United States,L
2023.0,Data Scientist,Data Science and Research,USD,190200.0,190200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,95100.0,95100.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,133000.0,133000.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,58400.0,58400.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,90000.0,90000.0,United States,Mid-level,Full-time,Remote,United States,M
